factors	I-D012307
for	O
CV	O
disease	B-D004194
may	O
be	O
at	O
greater	O
risk	B-D012306
	O

To	O
minimize	O
the	O
potential	O
risk	B-D012306
for	O
an	O
adverse	O
CV	O
event	O
in	O
patients	B-D010361
treated	O
with	O
an	O
NSAID,	O
the	O
lowest	O
effective	O
dose	O
should	O
be	O
used	O
for	O
the	O
shortest	O
duration	O
possible	O

Physicians	B-D010820
and	O
patients	B-D010361
should	O
remain	O
alert	O
for	O
the	O
development	O
of	O
such	O
events,	O
even	O
in	O
the	O
absence	O
of	O
previous	O
CV	O
symptoms	O

Patients	B-D010361
should	O
be	O
informed	O
about	O
the	O
signs	O
and/or	O
symptoms	O
of	O
serious	O
CV	O
events	O
and	O
the	O
steps	O
to	O
take	O
if	O
they	O
occur	O

Two	O
large,	O
controlled,	O
clinical	B-D016430
trials	I-D016430
of	O
a	O
COX-2	O
selective	O
NSAID	O
for	O
the	O
treatment	O
of	O
pain	B-D010146
in	O
the	O
first	O
10-14	O
days	O
following	O
CABG	O
surgery	O
found	O
an	O
increased	O
incidence	B-D015994
of	O
myocardial	B-D009203
infarction	I-D009203
and	O
stroke	B-D020521
[see	O
CONTRAINDICATIONS	B-D000075202
(4.2)]	O

There	O
is	O
no	O
consistent	O
evidence	O
that	O
concurrent	O
use	O
of	O
aspirin	B-D001241
mitigates	O
the	O
increased	O
risk	B-D012306
of	O
serious	O
CV	O
thrombotic	O
events	O
associated	O
with	O
NSAID	O
use	O

The	O
concurrent	O
use	O
of	O
aspirin	B-D001241
and	O
an	O
NSAID	O
does	O
increase	O
the	O
risk	B-D012306
of	O
serious	O
GI	O
events	O
[see	O
WARNINGS	O
AND	O
PRECAUTIONS	O
(5.2)]	O

5.2	O
Gastrointestinal	O
(GI)	O
Effects	O
-	O
Risk	B-D012306
of	O
GI	O
Ulceration,	B-D014456
Bleeding,	O
and	O
Perforation	O
NSAIDs,	O
including	O
meloxicam,	B-D000077239
can	O
cause	O
serious	O
gastrointestinal	O
(GI)	O
adverse	O
events	O
including	O
inflammation,	B-D007249
bleeding,	O
ulceration,	B-D014456
and	O
perforation	O
of	O
the	O
stomach,	B-D013270
small	O
intestine,	O
or	O
large	O
intestine,	O
which	O
can	O
be	O
fatal	O

These	O
serious	O
adverse	O
events	O
can	O
occur	O
at	O
any	O
time,	B-D013995
with	O
or	O
without	O
warning	O
symptoms,	O
in	O
patients	B-D010361
treated	O
with	O
NSAIDs	O

Only	O
one	O
in	O
five	O
patients	B-D010361
who	O
develop	O
a	O
serious	O
upper	O
GI	O
adverse	O
event	O
on	O
NSAID	O
therapy	O
is	O
symptomatic	O

Upper	O
GI	O
ulcers,	B-D014456
gross	O
bleeding,	O
or	O
perforation	O
caused	O
by	O
NSAIDs,	O
occur	O
in	O
approximately	O
1%	O
of	O
patients	B-D010361
treated	O
for	O
3-6	O
months,	O
and	O
in	O
about	O
2-4%	O
of	O
patients	B-D010361
treated	O
for	O
one	O
year	O

These	O
trends	O
continue	O
with	O
longer	O
duration	O
of	O
use,	O
increasing	O
the	O
likelihood	O
of	O
developing	O
a	O
serious	O
GI	O
event	O
at	O
some	O
time	B-D013995
during	O
the	O
course	O
of	O
therapy	O

However,	O
even	O
short-term	O
therapy	O
is	O
not	O
without	O
risk	B-D012306
	O

Prescribe	O
NSAIDs,	O
including	O
meloxicam,	B-D000077239
with	O
extreme	O
caution	O
in	O
those	O
with	O
a	O
prior	O
history	B-D006664
of	O
ulcer	B-D014456
disease	B-D004194
or	O
gastrointestinal	O
bleeding	O

Patients	B-D010361
with	O
a	O
prior	O
history	B-D006664
of	O
peptic	B-D010437
ulcer	I-D010437
disease	B-D004194
and/or	O
gastrointestinal	O
bleeding	O
who	O
use	O
NSAIDs	O
have	O
a	O
greater	O
than	O
10-fold	O
increased	O
risk	B-D012306
for	O
developing	O
a	O
GI	O
bleed	O
compared	O
to	O
patients	B-D010361
with	O
neither	O
of	O
these	O
risk	B-D012307
factors	I-D012307
	O

Other	O
factors	O
that	O
increase	O
the	O
risk	B-D012306
for	O
GI	O
bleeding	O
in	O
patients	B-D010361
treated	O
with	O
NSAIDs	O
include	O
concomitant	O
use	O
of	O
oral	O
corticosteroids	O
or	O
anticoagulants,	B-D000925
longer	O
duration	O
of	O
NSAID	O
therapy,	O
smoking,	B-D012907
use	O
of	O
alcohol,	O
older	O
age,	O
and	O
poor	O
general	O
health	B-D006304
status	I-D006304
	O

Most	O
spontaneous	O
reports	O
of	O
fatal	O
GI	O
events	O
are	O
in	O
elderly	O
or	O
debilitated	O
patients	B-D010361
and	O
therefore,	O
special	O
care	O
should	O
be	O
taken	O
in	O
treating	O
this	O
population	B-D011153
	O

To	O
minimize	O
the	O
potential	O
risk	B-D012306
for	O
an	O
adverse	O
GI	O
event	O
in	O
patients	B-D010361
treated	O
with	O
an	O
NSAID,	O
use	O
the	O
lowest	O
effective	O
dose	O
for	O
the	O
shortest	O
possible	O
duration	O

Patients	B-D010361
and	O
physicians	B-D010820
should	O
remain	O
alert	O
for	O
signs	B-D012816
and	I-D012816
symptoms	I-D012816
of	O
GI	O
ulceration	B-D014456
and	O
bleeding	O
during	O
meloxicam	B-D000077239
therapy	O
and	O
promptly	O
initiate	O
additional	O
evaluation	O
and	O
treatment	O
if	O
a	O
serious	O
GI	O
adverse	O
event	O
is	O
suspected	O

This	O
should	O
include	O
discontinuation	O
of	O
meloxicam	B-D000077239
until	O
a	O
serious	O
GI	O
adverse	O
event	O
is	O
ruled	O
out	O

For	O
high-risk	O
patients,	B-D010361
consider	O
alternate	O
therapies	O
that	O
do	O
not	O
involve	O
NSAIDs	O

5.3	O
Hepatic	O
Effects	O
Borderline	O
elevations	O
of	O
one	O
or	O
more	O
liver	B-D008099
tests	B-C004551
may	O
occur	O
in	O
up	O
to	O
15%	O
of	O
patients	B-D010361
taking	O
NSAIDs	O
including	O
meloxicam	B-D000077239
	O

These	O
laboratory	O
abnormalities	O
may	O
progress,	O
may	O
remain	O
unchanged,	O
or	O
may	O
be	O
transient	O
with	O
continuing	O
therapy	O

Notable	O
elevations	O
of	O
ALT	O
or	O
AST	O
(approximately	O
three	O
or	O
more	O
times	B-D013995
the	O
upper	O
limit	O
of	O
normal)	O
have	O
been	O
reported	O
in	O
approximately	O
1%	O
of	O
patients	B-D010361
in	O
clinical	B-D016430
trials	I-D016430
with	O
NSAIDs	O

In	O
addition,	O
rare	O
cases	O
of	O
severe	O
hepatic	O
reactions,	O
including	O
jaundice	B-D007565
and	O
fatal	O
fulminant	O
hepatitis,	B-D006505
liver	B-D008099
necrosis	B-D009336
and	O
hepatic	O
failure,	O
some	O
of	O
them	O
with	O
fatal	B-D017809
outcomes	I-D017809
have	O
been	O
reported	O
[see	O
ADVERSE	O
REACTIONS	O
(6.1)]	O

A	O
patient	O
with	O
symptoms	O
and/or	O
signs	O
suggesting	O
liver	B-D008099
dysfunction,	O
or	O
in	O
whom	O
an	O
abnormal	O
liver	B-D008099
test	B-C004551
has	O
occurred,	O
should	O
be	O
evaluated	O
for	O
evidence	O
of	O
the	O
development	O
of	O
a	O
more	O
severe	O
hepatic	O
reaction	O
while	O
on	O
therapy	O
with	O
meloxicam	B-D000077239
	O

If	O
clinical	O
signs	B-D012816
and	I-D012816
symptoms	I-D012816
consistent	O
with	O
liver	B-D008099
disease	B-D004194
develop,	O
or	O
if	O
systemic	O
manifestations	O
occur	O
(e.g.,	O
eosinophilia,	B-D004802
rash,	O
etc.),	O
discontinue	O
meloxicam	B-D000077239
[see	O
USE	O
IN	O
SPECIFIC	O
POPULATIONS	B-D011153
(8.6)	O
AND	O
CLINICAL	O
PHARMACOLOGY	B-D010600
(12.3)]	O

5.4	O
Hypertension	B-D006973
NSAIDs,	O
including	O
meloxicam,	B-D000077239
can	O
lead	B-D007854
to	O
onset	O
of	O
new	O
hypertension	B-D006973
or	O
worsening	O
of	O
pre-existing	O
hypertension,	B-D006973
either	O
of	O
which	O
may	O
contribute	O
to	O
the	O
increased	O
incidence	B-D015994
of	O
CV	O
events	O

NSAIDs,	O
including	O
meloxicam,	B-D000077239
should	O
be	O
used	O
with	O
caution	O
in	O
patients	B-D010361
with	O
hypertension	B-D006973
	O

Blood	B-D001794
pressure	I-D001794
(BP)	O
should	O
be	O
monitored	O
closely	O
during	O
the	O
initiation	O
of	O
NSAID	O
treatment	O
and	O
throughout	O
the	O
course	O
of	O
therapy	O

Patients	B-D010361
taking	O
ACE	O
inhibitors,	O
thiazides	B-D049971
or	O
loop	O
diuretics	B-D004232
may	O
have	O
impaired	O
response	O
to	O
these	O
therapies	O
when	O
taking	O
NSAIDs	O

5.5	O
Congestive	O
Heart	B-D006333
Failure	I-D006333
and	O
Edema	B-D004487
Fluid	O
retention	O
and	O
edema	B-D004487
have	O
been	O
observed	O
in	O
some	O
patients	B-D010361
taking	O
NSAIDs	O

Use	O
meloxicam	B-D000077239
with	O
caution	O
in	O
patients	B-D010361
with	O
fluid	O
retention,	O
hypertension,	B-D006973
or	O
heart	B-D006333
failure	I-D006333
	O

5.6	O
Renal	O
Effects	O
Long-term	O
administration	O
of	O
NSAIDs,	O
including	O
meloxicam,	B-D000077239
can	O
result	O
in	O
renal	O
papillary	O
necrosis,	B-D009336
renal	B-D051437
insufficiency,	I-D051437
acute	O
renal	O
failure,	O
and	O
other	O
renal	O
injury	O

Renal	O
toxicity	O
has	O
also	O
been	O
seen	O
in	O
patients	B-D010361
in	O
whom	O
renal	O
prostaglandins	B-D011463
have	I-D011463
a	O
compensatory	O
role	B-D012380
in	O
the	O
maintenance	B-D008283
of	O
renal	O
perfusion	B-D010477
	O

In	O
these	O
patients,	B-D010361
administration	O
of	O
a	O
nonsteroidal	O
anti-inflammatory	O
drug	O
may	O
cause	O
a	O
dose-dependent	O
reduction	O
in	O
prostaglandin	O
formation	B-D020478
and,	O
secondarily,	O
in	O
renal	O
blood	B-D001769
flow,	O
which	O
may	O
precipitate	O
overt	O
renal	O
decompensation	O

Patients	B-D010361
at	O
greatest	O
risk	B-D012306
of	O
this	O
reaction	O
are	O
those	O
with	O
impaired	O
renal	O
function,	O
heart	B-D006333
failure,	I-D006333
liver	B-D008099
dysfunction,	O
those	O
taking	O
diuretics,	B-D004232
ACE-inhibitors,	O
and	O
angiotensin	B-D000804
II	I-D000804
receptor	O
antagonists,	O
and	O
the	O
elderly	O

Discontinuation	O
of	O
NSAID	O
therapy	O
is	O
usually	O
followed	O
by	O
recovery	O
to	O
the	O
pretreatment	O
state	O

A	O
pharmacokinetic	O
study	O
in	O
patients	B-D010361
with	O
mild	O
and	O
moderate	O
renal	O
impairment	O
revealed	O
that	O
no	O
dosage	O
adjustments	O
in	O
these	O
patient	O
populations	B-D011153
are	O
required	O

Patients	B-D010361
with	O
severe	O
renal	O
impairment	O
have	O
not	O
been	O
studied	O

The	O
use	O
of	O
meloxicam	B-D000077239
in	O
patients	B-D010361
with	O
severe	O
renal	O
impairment	O
with	O
CrCl	O
less	O
than	O
20	O
mL/min	O
is	O
not	O
recommended	O

A	O
study	O
performed	O
in	O
patients	B-D010361
on	O
hemodialysis	O
revealed	O
that	O
although	O
overall	B-D016424
Cmax	O
was	O
diminished	O
in	O
this	O
population,	B-D011153
the	O
proportion	O
of	O
free	O
drug	O
not	O
bound	O
to	O
plasma	B-D010949
was	O
increased	O

Therefore	O
it	O
is	O
recommended	O
that	O
meloxicam	B-D000077239
dosage	O
in	O
this	O
population	B-D011153
not	O
exceed	O
7.5	O
mg	O
per	O
day	O

Closely	O
monitor	O
the	O
renal	O
function	O
of	O
patients	B-D010361
with	O
impaired	O
renal	O
function	O
who	O
are	O
taking	O
meloxicam	B-D000077239
[see	O
DOSAGE	O
AND	O
ADMINISTRATION	O
(2.1),	O
USE	O
IN	O
SPECIFIC	O
POPULATIONS	B-D011153
(8.7)	O
AND	O
CLINICAL	O
PHARMACOLOGY	B-D010600
(12.3)]	O

Use	O
caution	O
when	O
initiating	O
treatment	O
with	O
meloxicam	B-D000077239
in	O
patients	B-D010361
with	O
considerable	O
dehydration	B-D003681
	O

It	O
is	O
advisable	O
to	O
rehydrate	O
patients	B-D010361
first	O
and	O
then	O
start	O
therapy	O
with	O
meloxicam	B-D000077239
	O

Caution	O
is	O
also	O
recommended	O
in	O
patients	B-D010361
with	O
pre-existing	O
kidney	B-D007668
disease	B-D004194
	O

The	O
extent	O
to	O
which	O
metabolites	O
may	O
accumulate	O
in	O
patients	B-D010361
with	O
renal	O
impairment	O
has	O
not	O
been	O
studied	O
with	O
meloxicam	B-D000077239
	O

Because	O
some	O
meloxicam	B-D000077239
metabolites	O
are	O
excreted	O
by	O
the	O
kidney,	B-D007668
monitor	O
patients	B-D010361
with	O
significant	O
renal	O
impairment	O
closely	O

5.7	O
Anaphylactoid	O
Reactions	O
As	O
with	O
other	O
NSAIDs,	O
anaphylactoid	O
reactions	O
have	O
occurred	O
in	O
patients	B-D010361
without	O
known	O
prior	O
exposure	O
to	O
meloxicam	B-D000077239
	O

Meloxicam	B-D000077239
should	O
not	O
be	O
given	O
to	O
patients	B-D010361
with	O
the	O
aspirin	B-D001241
triad	O

This	O
symptom	O
complex	O
typically	O
occurs	O
in	O
asthmatic	B-D001249
patients	B-D010361
who	O
experience	O
rhinitis	B-D012220
with	O
or	O
without	O
nasal	B-C015378
polyps,	B-D011127
or	O
who	O
exhibit	O
severe,	O
potentially	O
fatal	O
bronchospasm	O
after	O
taking	O
aspirin	B-D001241
or	O
other	O
NSAIDs	O
[see	O
CONTRAINDICATIONS	B-D000075202
(4.1)	O
AND	O
WARNINGS	O
AND	O
PRECAUTIONS	O
(5.12)]	O

Seek	O
emergency	O
help	O
in	O
cases	O
where	O
an	O
anaphylactoid	O
reaction	O
occurs	O

5.8	O
Adverse	O
Skin	B-D012867
Reactions	O
NSAIDs,	O
including	O
meloxicam,	B-D000077239
can	O
cause	O
serious	O
skin	B-D012867
adverse	O
events	O
such	O
as	O
exfoliative	O
dermatitis,	B-D003872
Stevens-Johnson	B-D013262
Syndrome	I-D013262
(SJS),	O
and	O
toxic	O
epidermal	O
necrolysis	O
(TEN),	O
which	O
can	O
be	O
fatal	O

These	O
serious	O
events	O
may	O
occur	O
without	O
warning	O

Inform	O
patients	B-D010361
about	O
the	O
signs	B-D012816
and	I-D012816
symptoms	I-D012816
of	O
serious	O
skin	B-D012877
manifestations	I-D012877
and	O
discontinue	O
use	O
of	O
the	O
drug	O
at	O
the	O
first	O
appearance	O
of	O
skin	B-D012867
rash	O
or	O
any	O
other	O
sign	O
of	O
hypersensitivity	B-D006967
	O

5.9	O
Pregnancy	B-D011247
Starting	O
at	O
30	O
weeks	O
gestation,	O
avoid	O
the	O
use	O
of	O
meloxicam,	B-D000077239
because	O
it	O
may	O
cause	O
premature	B-C070504
closure	O
of	O
the	O
ductus	B-D004373
arteriosus	I-D004373
[see	O
USE	O
IN	O
SPECIFIC	O
POPULATIONS	B-D011153
(8.1)	O
AND	O
