nonselective	O
NSAID-treated	O
patients	B-D010361
compared	O
to	O
placebo-treated	O
patients	B-D010361
	O

In	O
a	O
Danish	O
National	O
Registry	O
study	O
of	O
patients	B-D010361
with	O
heart	B-D006333
failure,	I-D006333
NSAID	O
use	O
increased	O
the	O
risk	B-D012306
of	O
MI,	O
hospitalization	B-D006760
for	O
heart	B-D006333
failure,	I-D006333
and	O
death	B-D003643
	O

Additionally,	O
fluid	O
retention	O
and	O
edema	B-D004487
have	O
been	O
observed	O
in	O
some	O
patients	B-D010361
treated	O
with	O
NSAIDs	O

Use	O
of	O
celecoxib	B-D000068579
may	O
blunt	O
the	O
CV	O
effects	O
of	O
several	O
therapeutic	O
agents	O
used	O
to	O
treat	O
these	O
medical	O
conditions	O
(e.g.,	O
diuretics,	B-D004232
ACE	O
inhibitors,	O
or	O
angiotensin	O
receptor	O
blockers	O
[ARBs])	O
[see	O
Drug	B-D004347
Interactions	I-D004347
(7)	O
]	O

In	O
the	O
CLASS	O
study	O
[see	O
Clinical	O
Studies	O
(14.6)	O
],	O
the	O
Kaplan-Meier	O
cumulative	O
rates	O
at	O
9	O
months	O
of	O
peripheral	O
edema	B-D004487
in	O
patients	B-D010361
on	O
celecoxib	B-D000068579
400	O
mg	O
twice	O
daily	O
(4-fold	O
and	O
2-fold	O
the	O
recommended	O
OA	O
and	O
RA	O
doses,	O
respectively),	B-D000078682
ibuprofen	B-D007052
800	O
mg	O
three	O
times	B-D013995
daily	O
and	O
diclofenac	B-D004008
75	O
mg	O
twice	O
daily	O
were	O
4.5%,	O
6.9%	O
and	O
4.7%,	O
respectively	B-D000078682
	O

Avoid	O
the	O
use	O
of	O
celecoxib	B-D000068579
in	O
patients	B-D010361
with	O
severe	O
heart	B-D006333
failure	I-D006333
unless	O
the	O
benefits	O
are	O
expected	O
to	O
outweigh	O
the	O
risk	B-D012306
of	O
worsening	O
heart	B-D006333
failure	I-D006333
	O

If	O
celecoxib	B-D000068579
is	O
used	O
in	O
patients	B-D010361
with	O
severe	O
heart	B-D006333
failure,	I-D006333
monitor	O
patients	B-D010361
for	O
signs	O
of	O
worsening	O
heart	B-D006333
failure	I-D006333
	O

5.6	O
Renal	O
Toxicity	O
and	O
Hyperkalemia	B-D006947
Renal	O
Toxicity	O
Long-term	O
administration	O
of	O
NSAIDs	O
has	O
resulted	O
in	O
renal	O
papillary	O
necrosis	B-D009336
and	O
other	O
renal	O
injury	O

Renal	O
toxicity	O
has	O
also	O
been	O
seen	O
in	O
patients	B-D010361
in	O
whom	O
renal	O
prostaglandins	B-D011463
have	I-D011463
a	O
compensatory	O
role	B-D012380
in	O
the	O
maintenance	B-D008283
of	O
renal	O
perfusion	B-D010477
	O

In	O
these	O
patients,	B-D010361
administration	O
of	O
an	O
NSAID	O
may	O
cause	O
a	O
dose-dependent	O
reduction	O
in	O
prostaglandin	O
formation	B-D020478
and,	O
secondarily,	O
in	O
renal	O
blood	B-D001769
flow,	O
which	O
may	O
precipitate	O
overt	O
renal	O
decompensation	O

Patients	B-D010361
at	O
greatest	O
risk	B-D012306
of	O
this	O
reaction	O
are	O
those	O
with	O
impaired	O
renal	O
function,	O
dehydration,	B-D003681
hypovolemia,	B-D020896
heart	B-D006333
failure,	I-D006333
liver	B-D008099
dysfunction,	O
those	O
taking	O
diuretics,	B-D004232
ACE-inhibitors	O
or	O
the	O
ARBs,	O
and	O
the	O
elderly	O

Discontinuation	O
of	O
NSAID	O
therapy	O
is	O
usually	O
followed	O
by	O
recovery	O
to	O
the	O
pretreatment	O
state	O

No	O
information	O
is	O
available	O
from	O
controlled	O
clinical	O
studies	O
regarding	O
the	O
use	O
of	O
celecoxib	B-D000068579
in	O
patients	B-D010361
with	O
advanced	O
renal	O
disease	B-D004194
	O

The	O
renal	O
effects	O
of	O
celecoxib	B-D000068579
may	O
hasten	O
the	O
progression	O
of	O
renal	O
dysfunction	O
in	O
patients	B-D010361
with	O
preexisting	O
renal	O
disease	B-D004194
	O

Correct	O
volume	O
status	O
in	O
dehydrated	O
or	O
hypovolemic	O
patients	B-D010361
prior	O
to	O
initiating	O
celecoxib	B-D000068579
	O

Monitor	O
renal	O
function	O
in	O
patients	B-D010361
with	O
renal	O
or	O
hepatic	O
impairment,	O
heart	B-D006333
failure,	I-D006333
dehydration,	B-D003681
or	O
hypovolemia	B-D020896
during	O
use	O
of	O
celecoxib	B-D000068579
[see	O
Drug	B-D004347
Interactions	I-D004347
(7)	O
]	O

Avoid	O
the	O
use	O
of	O
celecoxib	B-D000068579
in	O
patients	B-D010361
with	O
advanced	O
renal	O
disease	B-D004194
unless	O
the	O
benefits	O
are	O
expected	O
to	O
outweigh	O
the	O
risk	B-D012306
of	O
worsening	O
renal	O
function	O

If	O
celecoxib	B-D000068579
is	O
used	O
in	O
patients	B-D010361
with	O
advanced	O
renal	O
disease,	B-D004194
monitor	O
patients	B-D010361
for	O
signs	O
of	O
worsening	O
renal	O
function	O

Hyperkalemia	B-D006947
Increases	O
in	O
serum	B-D044967
potassium	B-D011188
concentration,	O
including	O
hyperkalemia,	B-D006947
have	O
been	O
reported	O
with	O
use	O
of	O
NSAIDs,	O
even	O
in	O
some	O
patients	B-D010361
without	O
renal	O
impairment	O

In	O
patients	B-D010361
with	O
normal	O
renal	O
function,	O
these	O
effects	O
have	O
been	O
attributed	O
to	O
a	O
hyporeninemic-	O
hypoadosteronism	O
state	O

5.7	O
Anaphylactic	O
Reactions	O
Celecoxib	B-D000068579
has	O
been	O
associated	O
with	O
anaphylactic	O
reactions	O
in	O
patients	B-D010361
with	O
and	O
without	O
known	O
hypersensitivity	B-D006967
to	O
celecoxib	B-D000068579
and	O
in	O
patients	B-D010361
with	O
aspirin	B-D001241
sensitive	O
asthma	B-D001249
	O

Celecoxib	B-D000068579
is	O
a	O
sulfonamide	O
and	O
both	O
NSAIDs	O
and	O
sulfonamides	B-D013449
may	O
cause	O
allergic	O
type	O
reactions	O
including	O
anaphylactic	O
symptoms	O
and	O
life-threatening	B-D019369
or	O
less	O
severe	O
asthmatic	B-D001249
episodes	O
in	O
certain	O
susceptible	O
people	O
[see	O
Contraindications	B-D000075202
(4)	O
and	O
Warnings	O
and	O
Precautions	O
(5.8)	O
]	O

Seek	O
emergency	O
help	O
if	O
any	O
anaphylactic	O
reaction	O
occurs	O

5.8	O
Exacerbation	O
of	O
Asthma	B-D001249
Related	O
to	O
Aspirin	B-D001241
Sensitivity	O
A	O
subpopulation	O
of	O
patients	B-D010361
with	O
asthma	B-D001249
may	O
have	O
aspirin-sensitive	B-D001241
asthma	B-D001249
which	O
may	O
include	O
chronic	O
rhinosinusitis	O
complicated	O
by	O
nasal	B-C015378
polyps;	B-D011127
severe,	O
potentially	O
fatal	O
bronchospasm;	O
and/or	O
intolerance	O
to	O
aspirin	B-D001241
and	O
other	O
NSAIDs	O

Because	O
cross-reactivity	O
between	O
aspirin	B-D001241
and	O
other	O
NSAIDs	O
has	O
been	O
reported	O
in	O
such	O
aspirin-sensitive	B-D001241
patients,	B-D010361
celecoxib	B-D000068579
is	O
contraindicated	O
in	O
patients	B-D010361
with	O
this	O
form	B-D020478
of	O
aspirin	B-D001241
sensitivity	O
[see	O
Contraindications	B-D000075202
(4)	O
]	O

When	O
celecoxib	B-D000068579
is	O
used	O
in	O
patients	B-D010361
with	O
preexisting	O
asthma	B-D001249
(without	O
known	O
aspirin	B-D001241
sensitivity),	O
monitor	O
patients	B-D010361
for	O
changes	O
in	O
the	O
signs	B-D012816
and	I-D012816
symptoms	I-D012816
of	O
asthma	B-D001249
	O

5.9	O
Serious	O
Skin	B-D012867
Reactions	O
Serious	O
skin	B-D012867
reactions	O
have	O
occurred	O
following	O
treatment	O
with	O
celecoxib,	B-D000068579
including	O
erythema	B-D004892
multiforme,	I-D004892
exfoliative	O
dermatitis,	B-D003872
Stevens-Johnson	B-D013262
Syndrome	I-D013262
(SJS),	O
toxic	O
epidermal	O
necrolysis	O
(TEN),	O
drug	O
reaction	O
with	O
eosinophilia	B-D004802
and	O
systemic	O
symptoms	O
(DRESS),	O
and	O
acute	B-D056150
generalized	I-D056150
exanthematous	I-D056150
pustulosis	I-D056150
(AGEP)	O

These	O
serious	O
events	O
may	O
occur	O
without	O
warning	O
and	O
can	O
be	O
fatal	O

Inform	O
patients	B-D010361
about	O
the	O
signs	B-D012816
and	I-D012816
symptoms	I-D012816
of	O
serious	O
skin	B-D012867
reactions,	O
and	O
to	O
discontinue	O
the	O
use	O
of	O
celecoxib	B-D000068579
at	O
the	O
first	O
appearance	O
of	O
skin	B-D012867
rash	O
or	O
any	O
other	O
sign	O
of	O
hypersensitivity	B-D006967
	O

Celecoxib	B-D000068579
is	O
contraindicated	O
in	O
patients	B-D010361
with	O
previous	O
serious	O
skin	B-D012867
reactions	O
to	O
NSAIDs	O
[see	O
Contraindications	B-D000075202
(4)	O
]	O

5.10	O
Premature	B-C070504
Closure	O
of	O
Fetal	O
Ductus	B-D004373
Arteriosus	I-D004373
Celecoxib	B-D000068579
may	O
cause	O
premature	B-C070504
closure	O
of	O
the	O
ductus	B-D004373
arteriosus	I-D004373
	O

Avoid	O
use	O
of	O
NSAIDs,	O
including	O
celecoxib,	B-D000068579
in	O
pregnant	B-D037841
women	I-D037841
starting	O
at	O
30	O
weeks	O
of	O
gestation	O
(third	O
trimester)	O
[see	O
Use	O
in	O
Specific	O
Populations	B-D011153
(8.1)	O
]	O

5.11	O
Hematological	O
Toxicity	O
Anemia	B-D000740
has	O
occurred	O
in	O
NSAID-treated	O
patients	B-D010361
	O

This	O
may	O
be	O
due	O
to	O
occult	O
or	O
gross	O
blood	B-D001769
loss,	O
fluid	O
retention,	O
or	O
an	O
incompletely	O
described	O
effect	O
on	O
erythropoiesis	B-D004920
	O

If	O
a	O
patient	O
treated	O
with	O
celecoxib	B-D000068579
has	O
any	O
signs	O
or	O
symptoms	O
of	O
anemia,	B-D000740
monitor	O
hemoglobin	O
or	O
hematocrit	B-D006400
	O

In	O
controlled	B-D018848
clinical	I-D018848
trials	I-D018848
the	O
incidence	B-D015994
of	O
anemia	B-D000740
was	O
0.6%	O
with	O
celecoxib	B-D000068579
and	O
0.4%	O
with	O
placebo	O

Patients	B-D010361
on	O
long-term	O
treatment	O
with	O
celecoxib	B-D000068579
should	O
have	O
their	O
hemoglobin	O
or	O
hematocrit	B-D006400
checked	O
if	O
they	O
exhibit	O
any	O
signs	O
or	O
symptoms	O
of	O
anemia	B-D000740
or	O
blood	B-D001769
loss	O

NSAIDs,	O
including	O
celecoxib,	B-D000068579
may	O
increase	O
the	O
risk	B-D012306
of	O
bleeding	O
events	O

Co-morbid	O
conditions	O
such	O
as	O
coagulation	O
disorders	O
or	O
concomitant	O
use	O
of	O
warfarin,	B-D014859
other	O
anticoagulants,	B-D000925
antiplatelet	O
agents	O
(e.g.,	O
aspirin),	B-D001241
serotonin	B-D012701
reuptake	O
inhibitors	O
(SSRIs)	O
and	O
serotonin	B-D012701
norepinephrine	B-D009638
reuptake	O
inhibitors	O
(SNRIs)	O
may	O
increase	O
this	O
risk	B-D012306
	O

Monitor	O
these	O
patients	B-D010361
for	O
signs	O
of	O
bleeding	O
[see	O
Drug	B-D004347
Interactions	I-D004347
(7)	O
]	O

5.12	O
Masking	O
of	O
Inflammation	B-D007249
and	O
Fever	B-D005334
The	O
pharmacological	O
activity	O
of	O
celecoxib	B-D000068579
in	O
reducing	O
inflammation,	B-D007249
and	O
possibly	O
fever,	B-D005334
may	O
diminish	O
the	O
utility	O
of	O
diagnostic	O
signs	O
in	O
detecting	O
infections	B-D007239
	O

5.13	O
Laboratory	O
Monitoring	O
Because	O
serious	O
GI	O
bleeding,	O
hepatotoxicity,	O
and	O
renal	O
injury	O
can	O
occur	O
without	O
warning	O
symptoms	O
or	O
signs,	O
consider	O
monitoring	O
patients	B-D010361
on	O
long-term	O
NSAID	O
treatment	O
with	O
a	O
CBC	O
and	O
a	O
chemistry	B-D002621
profile	B-C546490
periodically	B-D020492
[see	O
Warnings	O
and	O
Precautions	O
(5.2,	O
5.3,	O
5.6)	O
]	O

In	O
controlled	B-D018848
clinical	I-D018848
trials,	I-D018848
elevated	O
BUN	O
occurred	O
more	O
frequently	O
in	O
patients	B-D010361
receiving	O
celecoxib	B-D000068579
compared	O
with	O
patients	B-D010361
on	O
placebo	O

This	O
laboratory	O
abnormality	O
was	O
also	O
seen	O
in	O
patients	B-D010361
who	O
received	O
comparator	O
NSAIDs	O
in	O
these	O
studies	O

The	O
clinical	O
significance	O
of	O
this	O
abnormality	O
has	O
not	O
been	O
established	O

5.14	O
Disseminated	B-D004211
Intravascular	I-D004211
Coagulation	I-D004211
(DIC)	O
Because	O
of	O
the	O
risk	B-D012306
of	O
disseminated	B-D004211
intravascular	I-D004211
coagulation	I-D004211
with	O
use	O
of	O
celecoxib	B-D000068579
in	O
pediatric	O
patients	B-D010361
with	O
systemic	O
onset	O
JRA,	O
monitor	O
patients	B-D010361
for	O
signs	B-D012816
and	I-D012816
symptoms	I-D012816
of	O
abnormal	O
clotting	O
or	O
bleeding,	O
and	O
inform	O
patients	B-D010361
and	O
their	O
caregivers	B-D017028
to	O
report	O
symptoms	O
as	O
soon	O
as	O
possible	O

6	O

ADVERSE	O
REACTIONS	O
The	O
following	O
adverse	O
reactions	O
are	O
discussed	O
in	O
greater	O
detail	O
in	O
other	O
sections	O
of	O
the	O
labeling:	O
Cardiovascular	O
Thrombotic	O
Events	O
[see	O
Warnings	O
and	O
Precautions	O
(5.1)	O
]	O
GI	O
Bleeding,	O
Ulceration	B-D014456
and	O
Perforation	O
[see	O
Warnings	O
and	O
Precautions	O
(5.2)	O
]	O
Hepatotoxicity	O
[see	O
Warnings	O
and	O
Precautions	O
(5.3)	O
]	O
Hypertension	B-D006973
[see	O
Warnings	O
and	O
Precautions	O
(5.4)	O
]	O
Heart	B-D006333
Failure	I-D006333
and	O
Edema	B-D004487
[see	O
Warnings	O
and	O
Precautions	O
(5.5)	O
]	O
Renal	O
Toxicity	O
and	O
Hyperkalemia	B-D006947
[see	O
Warnings	O
and	O
Precautions	O
(5.6)	O
]	O
Anaphylactic	O
Reactions	O
[see	O
Warnings	O
and	O
Precautions	O
(5.7)	O
]	O
Serious	O
Skin	B-D012867
Reactions	O
[see	O
Warnings	O
and	O
Precautions	O
(5.9)	O
]	O
Hematologic	O
Toxicity	O
[see	O
Warnings	O
and	O
Precautions	O
(5.11)	O
]	O
Most	O
common	O
adverse	O
reactions	O
in	O
arthritis	B-D001168
trials	O
(>2%	O
and	O
>placebo)	O
are:	O
abdominal	B-D015746
pain,	I-D015746
diarrhea,	B-D003967
dyspepsia,	B-D004415
flatulence,	B-D005414
peripheral	O
edema,	B-D004487
accidental	O
injury,	O
dizziness,	B-D004244
pharyngitis,	B-D010612
rhinitis,	B-D012220
sinusitis,	B-D012852
upper	O
respiratory	O
tract	O
infection,	O
rash	O
(6.1)	O

To	O
report	O
SUSPECTED	O
ADVERSE	O
REACTIONS,	O
contact	O
Actavis	O
at	O
1-800-272-5525	O
or	O
FDA	O
at	O
1-800-FDA-1088	O
or	O
www.fda.gov/medwatch	O
6.1	O
Clinical	B-D016430
Trials	I-D016430
Experience	O
Because	O
clinical	B-D016430
trials	I-D016430
are	O
conducted	O
under	O
widely	O
varying	O
conditions,	O
adverse	O
reaction	O
rates	O
observed	O
in	O
the	O
clinical	B-D016430
trials	I-D016430
of	O
a	O
drug	O
cannot	O
be	O
directly	O
compared	O
to	O
rates	O
in	O
the	O
clinical	B-D016430
trials	I-D016430
of	O
another	O
drug	O
and	O
may	O
not	O
reflect	O
the	O
rates	O
observed	O
in	O
practice	O

The	O
adverse	O
reaction	O
information	O
from	O
clinical	B-D016430
trials	I-D016430
does,	O
however,	O
provide	O
a	O
basis	O
for	O
identifying	B-D007060
the	O
adverse	O
events	O
that	O
appear	O
to	O
be	O
related	O
to	O
drug	O
use	O
and	O
for	O
approximating	O
rates	O

Of	O
the	O
celecoxib-treated	B-D000068579
patients	B-D010361
in	O
the	O
pre-marketing	O
controlled	B-D018848
clinical	I-D018848
trials,	I-D018848
approximately	O
4,250	O
were	O
patients	B-D010361
with	O
OA,	O
approximately	O
2,100	O
were	O
patients	B-D010361
with	O
RA,	O
and	O
approximately	O
1,050	O
were	O
patients	B-D010361
with	O
post-surgical	O
pain	B-D010146
	O

More	O
than	O
8,500	O
patients	B-D010361
received	O
a	O
total	O
daily	O
dose	O
of	O
celecoxib	B-D000068579
of	O
200	O
mg	O
(100	O
mg	O
twice	O
daily	O
or	O
200	O
mg	O
once	O
daily)	O
or	O
more,	O
including	O
more	O
than	O
400	O
treated	O
at	O
800	O
mg	O
(400	O
mg	O
twice	O
daily)	O

Approximately	O
3,900	O
patients	B-D010361
received	O
celecoxib	B-D000068579
at	O
these	O
doses	O
for	O
6	O
months	O
or	O
more;	O
approximately	O
2,300	O
of	O
these	O
have	O
received	O
it	O
for	O
1	O
year	O
or	O
more	O
and	O
124	O
of	O
these	O
have	O
received	O
it	O
for	O
2	O
years	O
or	O
more	O

Pre-marketing	O
Controlled	O
Arthritis	B-D001168
Trials	O
Table	O
1	O
lists	O
all	O
adverse	O
events,	O
regardless	O
of	O
causality,	B-D015984
occurring	O
in	O
≥2%	O
of	O
patients	B-D010361
receiving	O
celecoxib	B-D000068579
from	O
12	O
controlled	O
studies	O
conducted	O
in	O
patients	B-D010361
with	O
OA	O
or	O
RA	O
that	O
included	O
a	O
placebo	O
and/or	O
a	O
positive	O
control	O
group	O

Since	O
these	O
12	O
trials	O
were	O
of	O
different	O
durations,	O
and	O
patients	B-D010361
in	O
